 Net Income to Total Assets, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, ROA(C) before interest and depreciation before interest, Net worth/Assets, Debt ratio %, Persistent EPS in the Last Four Seasons, Retained Earnings to Total Assets, Net profit before tax/Paid-in capital, Per Share Net profit before tax (Yuan ¥),Bankrupt?
0.803260160615522,0.551569995638901,0.543390973820868,0.491151952420416,0.855337545726638,0.144662454273362,0.219343859317387,0.930139634781563,0.173290098785914,0.174286359870453,0
0.794157852517078,0.533307893589185,0.523689705016329,0.474040852142544,0.893430480394232,0.106569519605768,0.212914815164981,0.930763202677411,0.167860643993666,0.168863448068088,0
0.819715357306136,0.57582860880942,0.569837785748702,0.506703066348169,0.910360673579829,0.0896393264201711,0.226434716838423,0.94025165752662,0.177920217178192,0.178880771258567,0
0.815418713855725,0.57108591365024,0.558755822046148,0.513820504070589,0.900928137376425,0.0990718626235753,0.223787463363903,0.933540910463702,0.179828067264912,0.182420727574,0
0.810421134587852,0.560237679895334,0.540285882541892,0.48890947204212,0.938718747165704,0.0612812528342957,0.220194762219911,0.942018218547371,0.175167785234899,0.176169315357385,0
0.826642041201762,0.590438290449193,0.580919749451255,0.535952810412909,0.921274601686973,0.0787253983130272,0.233052850524723,0.948858906532939,0.188288967649499,0.189274685546434,0
0.806263914593922,0.559801569995639,0.55864874993308,0.504070589382343,0.858663119388094,0.141336880611906,0.220005672686017,0.935009281984505,0.175062212502828,0.17601867891843,0
0.802551849429409,0.543720017444396,0.533647411531667,0.487398235265441,0.922514133688061,0.0774858663119388,0.217452963978444,0.933563970913442,0.173531407887791,0.174512314528885,0
0.80463901213129,0.545573484518099,0.534664596605814,0.485253254034027,0.903649061281253,0.0963509387187471,0.219343859317387,0.939765139730377,0.175205489782068,0.176169315357385,0
0.814011882705804,0.564489751417357,0.553027463997002,0.504558085116755,0.899265350545696,0.100734649454304,0.225394724402004,0.937920804869362,0.18066510821205,0.181667545379227,0
0.808976427196184,0.563672045355429,0.569034744900691,0.512016769853264,0.853493363968921,0.146506636031079,0.22322019476222,0.936223801831732,0.176494985295227,0.177449725088499,0
0.798103629260323,0.548135630178805,0.540446490711494,0.49485692000195,0.80696556519636,0.19303443480364,0.218965680249598,0.93856123349435,0.172860266948194,0.173834450553589,0
0.803444645412305,0.561382468382032,0.552599175544729,0.509969287768732,0.80548417329262,0.19451582670738,0.22189656802496,0.933883562062243,0.177309403514064,0.178278225502749,0
0.772908884661082,0.503652420409943,0.495529739279405,0.444986106371569,0.85325150406627,0.14674849593373,0.203554883237213,0.923742746015952,0.159678757258125,0.160653762145063,0
0.812973644132776,0.563617531617968,0.568606456448418,0.519280456296007,0.907942074553315,0.092057925446685,0.224260187198639,0.942045500965593,0.17869693084986,0.17963395345334,0
0.830176405307051,0.593054949847362,0.592483537662616,0.547408960171598,0.96390240952928,0.0360975904707198,0.228420156944313,0.943096297038018,0.184986049317548,0.185960683889433,0
0.812100285489518,0.563944614042739,0.550564805396434,0.500853117535222,0.910421138555492,0.0895788614445083,0.2205729412877,0.93768584755713,0.177490385340472,0.178428861941704,0
0.750430839246873,0.470235499345835,0.463782857754698,0.41612635889436,0.780391208392539,0.219608791607461,0.177838706627588,0.908947697741883,0.138624538119297,0.139639978910899,1
0.787081562191271,0.536033580462276,0.514427967235933,0.462194705796324,0.771109834628292,0.228890165371708,0.202514890800794,0.868460717296699,0.164565266571148,0.165549446411087,1
0.79602266635259,0.544483209768862,0.529685743348145,0.476088334227076,0.791758623817154,0.208241376182846,0.211023919826038,0.908330178891868,0.168991780408717,0.169993221360247,0
0.8141021444053,0.570704317488007,0.55982654317683,0.505874323599668,0.883151434531548,0.116848565468452,0.225394724402004,0.937473539811651,0.178206771736671,0.179257362355954,0
0.80292347799953,0.544755778456171,0.540500026768028,0.486374494223176,0.937660610091604,0.0623393899083955,0.218209322114021,0.937101764402904,0.172091094185959,0.173081268358816,0
0.803065744296262,0.550915830789359,0.548583971304674,0.494369424267538,0.875895637452006,0.124104362547994,0.218682045948757,0.934730336547086,0.172656662393485,0.173608495895157,0
0.811257383194871,0.564544265154819,0.52502810642968,0.475162092331692,0.877377029355746,0.122622970644254,0.213576628533611,0.93823378870164,0.176698589849936,0.177675679746931,0
0.784384878843847,0.516354121238552,0.517104770062637,0.462925949397943,0.860718928560631,0.139281071439369,0.209794837855725,0.927407108748788,0.163471834703265,0.164419673118927,0
0.797743521000021,0.541321412996075,0.529310990952406,0.478915809486667,0.852798016748798,0.147201983251202,0.214994800037818,0.930539498151253,0.170778975944499,0.171725540408225,0
0.798173897544613,0.539467945922372,0.530863536591895,0.481060790718081,0.904616500891858,0.0953834991081416,0.215372979105606,0.932102119442917,0.169662921348315,0.170671085335543,0
0.801371569744629,0.548026602703881,0.544140478612345,0.486228245502852,0.919914139734559,0.0800858602654412,0.212253001796351,0.934363318155994,0.170311439559611,0.171273631091361,0
0.815731085142529,0.571631051024858,0.549226403983083,0.507824306537318,0.881125857846842,0.118874142153158,0.221612933724118,0.932853037736966,0.182128044642184,0.183927091963546,0
0.811426300758598,0.562690798081116,0.541517211842176,0.489153219909326,0.93097923028086,0.0690207697191402,0.220667486054647,0.942100288262037,0.175680567076389,0.176621224674249,0
0.813567760267837,0.566888355865678,0.559077038385353,0.511188027104763,0.91335368987514,0.0866463101248602,0.225489269168951,0.945429865976427,0.180265440012065,0.181215636062363,0
0.816256591930727,0.575883122546882,0.576422720702393,0.523034173450982,0.862018925537382,0.137981074462618,0.228325612177366,0.93849638089017,0.182022471910112,0.183023273329818,0
0.807572628836292,0.553423462712604,0.552920391883934,0.508848047579584,0.908849049188258,0.0911509508117423,0.222842015694431,0.935180058419969,0.176525148932961,0.177525043307976,0
0.806666537650301,0.549007849978195,0.53894748112854,0.488958221615561,0.905765335429453,0.0942346645705475,0.2205729412877,0.940555139941672,0.175929417087701,0.176922497552158,0
0.813580403299354,0.563508504143044,0.545853632421436,0.502120606444694,0.900323487619796,0.0996765123802038,0.222842015694431,0.937669899147271,0.181652967347862,0.182646682232432,0
0.809900025793642,0.563344962930659,0.572353980405803,0.523082923024424,0.858058469631466,0.141941530368534,0.225772903469793,0.937543556605271,0.180122162732826,0.181064999623409,0
0.799841684452634,0.550534234627126,0.539804058033085,0.493345683225272,0.79889349094537,0.20110650905463,0.219532948851281,0.939119704270878,0.17436844883493,0.175340814943135,0
0.802637950812378,0.559747056258177,0.549172867926549,0.505630575732462,0.815339964325664,0.184660035674336,0.218492956414862,0.93296618823123,0.175152703416032,0.176093997137908,0
0.788125640198415,0.527202354993458,0.522511911772579,0.46955589138595,0.845784079571908,0.154215920428092,0.212442091330245,0.921157400283521,0.165794434808838,0.166754537922724,0
0.811328897524071,0.561546009594418,0.568178167996145,0.52371666747916,0.908395561870786,0.0916044381292137,0.22388200813085,0.941752414261214,0.17941331724606,0.180387135648113,0
0.812826429211926,0.56487134757959,0.568178167996145,0.521912933261834,0.948151283369108,0.0518487166308915,0.221612933724118,0.937410454269399,0.177550712615941,0.178504180161181,0
0.809661362707912,0.559692542520715,0.550671877509503,0.503193097060401,0.906097892795598,0.0939021072044018,0.22189656802496,0.936300904686825,0.177354648970666,0.178353543722226,0
0.777094466430958,0.516572176188399,0.505594517907811,0.453029785989373,0.789642349668954,0.210357650331046,0.200151271627115,0.920882488497633,0.157016816228037,0.158017624463358,1
0.791982244970901,0.53881378107283,0.517051234006103,0.472090869204894,0.76470054720803,0.23529945279197,0.206013047177839,0.912825940285011,0.167310157605007,0.16795962943436,1
0.525650952071236,0.0571849105974705,0.0548209218908935,0.066933164334812,0.678628654351967,0.321371345648033,0.0842393873499102,0.841966378156722,0.0724530578387754,0.0674851246516532,1
0.746585996946147,0.467291757522896,0.453450398843621,0.406668941646761,0.778547026634822,0.221452973365178,0.175002363619174,0.915031112372524,0.140351406379609,0.141372297958876,1
0.797585081424739,0.544319668556476,0.536431286471438,0.482230780480671,0.797140006651147,0.202859993348853,0.215656613406448,0.903544493904117,0.169836362265289,0.170897039993975,0
0.804705530749328,0.550152638464893,0.540339418598426,0.48851947545459,0.858451491973275,0.141548508026726,0.220951120355488,0.936347816602325,0.174609757936807,0.176545906454771,0
0.797389746747958,0.533416921064108,0.527811981369452,0.476478330814605,0.95836986425613,0.0416301357438704,0.215089344804765,0.942043663814981,0.169987180453963,0.170972358213452,0
0.786042687462666,0.518916266899259,0.547459714117458,0.48812947886706,0.877588656770566,0.122411343229434,0.218871135482651,0.928823726296912,0.163690521076842,0.164645627777359,0
0.802978468940389,0.547863061491496,0.516141121045024,0.469165894798421,0.883786316776008,0.116213683223992,0.210551195991302,0.934188185936739,0.172664203302918,0.173683814114634,0
0.802836623544174,0.552932839075447,0.54012527437229,0.482279530054112,0.847900353720108,0.152099646279892,0.216980240143708,0.931638647675746,0.171140939597315,0.172177449725089,0
0.790519359097307,0.526766245093764,0.515070399914342,0.464193438307415,0.841611996251172,0.158388003748828,0.210645740758249,0.929574205926984,0.166706884850313,0.167432401898019,0
0.800033865258417,0.540558220671609,0.528775630387066,0.475893335933311,0.899446745472685,0.100553254527315,0.215751158173395,0.933718216492532,0.170786516853933,0.171800858627702,0
0.784318911816898,0.514500654164849,0.527972589539055,0.47350460683469,0.91420019953442,0.0857998004655803,0.208849390186253,0.927521695477904,0.164278712012669,0.165248173533178,0
0.808047122738062,0.553968600087222,0.551474918357514,0.503534344074489,0.886688635607824,0.113311364392176,0.22255838139359,0.932855984006555,0.176841867129176,0.177901634405363,0
0.803444356803959,0.54590056694287,0.53027463997002,0.478330814605372,0.934576896332799,0.0654231036672008,0.218114777347074,0.941790764965795,0.172151421461428,0.173156586578293,0
0.802988533075358,0.549062363715656,0.545532416082231,0.496368156778628,0.859993348852677,0.140006651147323,0.220100217452964,0.940692863465237,0.175944498906568,0.176922497552158,0
0.827984672530329,0.588148713475796,0.589217838214037,0.544825232779213,0.89720954137316,0.10279045862684,0.234943745863666,0.942619685285963,0.18999321318151,0.191082322813889,0
0.818485753462117,0.569723070213694,0.563092242625408,0.520060449471067,0.917918795537685,0.0820812044623152,0.225772903469793,0.939887837342659,0.180966744589397,0.182420727574,0
0.80504786637318,0.546391190580026,0.53776968788479,0.488811972895237,0.901502554645222,0.0984974453547782,0.219816583152123,0.940056132787126,0.175529748887716,0.176470588235294,0
0.824062231741786,0.580680331443524,0.57428127844103,0.532394091551699,0.905825800405115,0.0941741995948846,0.236078283067032,0.942446954107828,0.189088304049468,0.19078104993598,0
0.81438278607138,0.566397732228522,0.576369184645859,0.525032905962073,0.870967741935484,0.129032258064516,0.227569254041789,0.93841602617458,0.181275921876178,0.182270091135046,0
0.798860819040515,0.547263410379416,0.535895925906098,0.489543216496856,0.803337666656589,0.196662333343411,0.21858750118181,0.939490544456931,0.173772716989669,0.174738269187316,0
0.809426007567113,0.564816833842128,0.558862894159216,0.512553015161117,0.817939958279167,0.182060041720833,0.226907440673159,0.935860146955274,0.1802956036498,0.181290954281841,0
0.799686701771098,0.546990841692106,0.536110070132234,0.481938283040023,0.843335248057563,0.156664751942437,0.216885695376761,0.932608836458834,0.170447175929417,0.171800858627702,0
0.825485714087738,0.582315743567379,0.582579367203812,0.540145273728855,0.910662998458143,0.0893370015418569,0.232485581923041,0.947071789168927,0.18722569941935,0.189877231302252,0
0.813768816821284,0.563126907980811,0.570159002087906,0.523034173450982,0.959941953623364,0.0400580463766363,0.223598373830008,0.937759734815463,0.177437598974436,0.178428861941704,0
0.813607337088615,0.563453990405582,0.552010278922855,0.50592307317311,0.928137376424706,0.071862623575294,0.223692918596956,0.937901496019864,0.178998567227208,0.17993522633125,0
0.7693180305172,0.492749672917575,0.482092189089352,0.43274996343782,0.814916709496024,0.185083290503976,0.19835492105512,0.920323043583815,0.155697157077144,0.156661896512766,1
0.766035222058461,0.487080244221544,0.53461106054928,0.48062204455711,0.800767905190918,0.199232094809082,0.216507516308972,0.890634802518244,0.154596184299827,0.155607441440084,0
0.800260526913646,0.541593981683384,0.53461106054928,0.480085799249257,0.861081718414608,0.138918281585392,0.218965680249598,0.935490858051309,0.171020285046377,0.172252767944566,0
0.798238385013351,0.534779764500654,0.527811981369452,0.47467459659728,0.951295462103576,0.0487045378964235,0.215467523872554,0.942644714899042,0.169904230450192,0.170897039993975,0
0.789635774877785,0.524204099433057,0.520477541624284,0.464485935748062,0.852979411675787,0.147020588324213,0.211118464592985,0.929281716407891,0.165138375688108,0.166151992166905,0
0.80717608865725,0.552060619276058,0.539911130146153,0.489348218203091,0.869788674910058,0.130211325089942,0.220856575588541,0.935256305684141,0.175092376140563,0.176093997137908,0
0.798076142919014,0.541703009158308,0.532309010118315,0.477697070150636,0.84031199927442,0.15968800072558,0.215845702940342,0.932474783525291,0.169791116808687,0.17074640355502,0
0.797369557937534,0.537232882686437,0.515016863857808,0.463169697265149,0.838891072346344,0.161108927653657,0.211402098893826,0.929809935805265,0.169851444084157,0.170897039993975,0
0.793999600329013,0.529164849542085,0.522244231489909,0.468580899917126,0.887293285364453,0.112706714635547,0.214427531436135,0.931455732643507,0.167815398537064,0.16878812984861,0
0.783431473506795,0.512047535979067,0.531452433213769,0.47667332910837,0.908063004504641,0.0919369954953593,0.209983927389619,0.926685637033411,0.16458788929945,0.165549446411087,0
0.821700551892766,0.575937636284344,0.566893302639328,0.521620435821187,0.895818846932914,0.104181153067086,0.228892880779049,0.937256539199281,0.184435562928889,0.185508774572569,0
0.813863908626488,0.563126907980811,0.561432624872852,0.50514307999805,0.94074432385041,0.0592556761495903,0.22917651507989,0.948081249352588,0.176917276223513,0.178127589063795,0
0.801531632061173,0.54295682511993,0.542213180577119,0.488616974601472,0.87471657042658,0.12528342957342,0.218871135482651,0.941712687337207,0.172701907850087,0.173683814114634,0
0.816487687135469,0.565961622328827,0.56416296375609,0.512991761322088,0.889318862049158,0.110681137950842,0.227096530207053,0.939097145469501,0.181532312796923,0.182496045793477,0
0.827878672226562,0.586022677714784,0.579956100433642,0.529859113732755,0.906974634942709,0.0930253650572905,0.232485581923041,0.942956669880323,0.18525752205716,0.18686450252316,0
0.797257394356102,0.532817269952028,0.524064457412067,0.474187100862867,0.952172204250688,0.0478277957493122,0.214994800037818,0.939296757089754,0.170597994118091,0.17157490396927,0
0.819658694294729,0.570704317488007,0.543551581990471,0.496806902939599,0.908546724309943,0.0914532756900565,0.224165642431691,0.942993144307628,0.182799185581781,0.184604955938842,0
0.820055303662897,0.571522023549935,0.571818619840463,0.52688538975284,0.879221211113463,0.120778788886537,0.229554694147679,0.941180330692772,0.186675213030692,0.187617684717933,0
0.801809219155463,0.548190143916267,0.535574709566893,0.484278262565203,0.804184176315869,0.195815823684131,0.223692918596956,0.94169123723067,0.175130080687731,0.176093997137908,0
0.813709224162898,0.565416484954208,0.55864874993308,0.513820504070589,0.839012002297669,0.160987997702331,0.228609246478207,0.937277879772366,0.182980167408189,0.183927091963546,0
0.804306892474101,0.549607501090275,0.537609079715188,0.48340077024326,0.840674789128397,0.159325210871603,0.219343859317387,0.934138240591439,0.172422894201041,0.174135723431498,0
0.826247034715016,0.583296990841692,0.582579367203812,0.538439038658412,0.929195513498806,0.0708044865011942,0.231351044719675,0.943543262230674,0.185928662996757,0.187617684717933,0
0.807092787511969,0.555276929786306,0.553348680336206,0.502705601325988,0.907881609577652,0.0921183904223478,0.220100217452964,0.935067187220101,0.174707789759445,0.175868042479476,0
0.809635499107866,0.555494984736153,0.544889983403823,0.49602690976454,0.918614142757808,0.0813858572421924,0.221802023258013,0.937744832116059,0.176600558027298,0.177600361527454,0
0.805041237350195,0.562254688181422,0.555329514427967,0.50436308682299,0.80823532968528,0.19176467031472,0.225111090101163,0.934494715353983,0.180544453661112,0.181516908940273,1
0.796483203270087,0.536905800261666,0.523850313185931,0.470677131575099,0.803609759047072,0.196390240952928,0.214616620970029,0.931547845186633,0.169361284970968,0.170369812457634,1
0.821649761949078,0.582806367204535,0.559933615289898,0.496124408911422,0.865435196662333,0.134564803337667,0.237590999338187,0.940010766851997,0.189638790438127,0.190555095277548,0
0.825518796419942,0.591419537723506,0.589271374270571,0.522741676010335,0.86833751549415,0.13166248450585,0.252434527748889,0.943071756879356,0.194329236105874,0.195300143104617,0
0.794110529717376,0.531508940252944,0.49954494351946,0.446302344854483,0.906309520210418,0.0936904797895819,0.208093032050676,0.931717331820639,0.166948193952191,0.16795962943436,0
0.777633777731097,0.504524640209333,0.497510573371165,0.438746160971092,0.85198173957735,0.14801826042265,0.201096719296587,0.924905685044542,0.155342734333761,0.156360623634857,0
0.804214862287728,0.54917139119058,0.559505326837625,0.503241846633842,0.884663058923119,0.115336941076881,0.220383851753805,0.934534781587811,0.173101576050072,0.174060405212021,0
0.791033963793342,0.522732228521587,0.508913753412924,0.454199775751962,0.972639598512562,0.0273604014874384,0.211496643660773,0.936722178612251,0.16598295754468,0.166980492581155,0
0.798368260050108,0.534834278238116,0.532951442796724,0.479354555647638,0.951446624542734,0.0485533754572664,0.216129337241184,0.932266766564568,0.170024885001131,0.170972358213452,0
0.823788524043359,0.582479284779765,0.586594571443867,0.550723931165602,0.93608852072437,0.0639114792756296,0.230594686584098,0.944796323856324,0.184797526581706,0.185734729231001,0
0.80236152423755,0.541375926733537,0.545157663686493,0.50119436454931,0.938809444629198,0.0611905553708015,0.217074784910655,0.935500775123066,0.172815021491592,0.173759132334112,0
0.812159514584672,0.570377235063236,0.541677820011778,0.485594501048116,0.858391026997612,0.141608973002388,0.215940247707289,0.935612598809896,0.178131362642335,0.179257362355954,0
0.801425261787773,0.551951591801134,0.535253493227689,0.479452054794521,0.889228164585664,0.110771835414336,0.216696605842867,0.933508571268805,0.171073071412412,0.172102131505611,0
0.80273133499151,0.546609245529874,0.535574709566893,0.484229512991761,0.895637452005926,0.104362547994074,0.217831143046232,0.940632554431628,0.173124198778373,0.174135723431498,0
0.719703518149762,0.410488443087658,0.429573317629423,0.384926631891971,0.861988693049551,0.138011306950449,0.18143140777158,0.896988131007144,0.143669406530428,0.144686299615877,0
0.79239256019244,0.532272132577409,0.531452433213769,0.479354555647638,0.846298031865042,0.153701968134958,0.20828212158457,0.930078706083394,0.167589171254053,0.168562175190179,0
0.780554328902464,0.504034016572176,0.506986455377697,0.450397309023546,0.884390966532636,0.115609033467364,0.204878509974473,0.92705100383395,0.159716461805294,0.16072908036454,0
0.806317964114218,0.551788050588748,0.571176187162054,0.517184224638034,0.922967621005533,0.0770323789944675,0.218776590715704,0.934835228558412,0.173780257899103,0.174738269187316,0
0.874451641180582,0.550534234627126,0.542427324803255,0.492663189197094,0.907428122260181,0.0925718777398192,0.221045665122435,0.957603553961602,0.176329085287686,0.177299088649544,0
0.834655160943796,0.607882686436982,0.547459714117458,0.500073124360162,0.911328113190435,0.0886718868095655,0.221802023258013,0.946518294689025,0.188884699494759,0.189877231302252,0
0.820394362733179,0.581879633667684,0.576101504363189,0.50475308341052,0.860930555975451,0.139069444024549,0.247234565566796,0.940005629489239,0.186124726642033,0.187391730059501,0
0.834540474201501,0.594526820758831,0.589164302157503,0.527616633354458,0.875653777549355,0.124346222450645,0.241278245249125,0.942830919752064,0.188666013121182,0.189801913082775,0
0.826485765067952,0.588475795900567,0.585791530595856,0.532979086432994,0.916890890951416,0.0831091090485836,0.229081970312943,0.941547256834007,0.182655908302541,0.183625819085637,0
0.817782345414677,0.579317488006978,0.573745917875689,0.524204163213572,0.855095685823986,0.144904314176014,0.23116195518578,0.940977775347754,0.185528994796773,0.186487911425774,0
0.81302246603021,0.563835586567815,0.555008298088763,0.506508068054405,0.913232759923814,0.0867672400761859,0.226623806372317,0.948291056808823,0.180687730940351,0.181667545379227,0
0.831351885957167,0.597252507631923,0.581133893677392,0.530736606054697,0.888623514829035,0.111376485170965,0.237780088872081,0.951351477431888,0.193167936053088,0.19409505159298,0
0.791851947752346,0.527802006105539,0.52331495262059,0.470287134987569,0.89255373824712,0.10744626175288,0.212442091330245,0.939561351100194,0.166940653042757,0.16795962943436,0
0.784648939143662,0.520388137810728,0.522030087263772,0.470140886267245,0.837953865223569,0.162046134776431,0.207809397749835,0.90974532510778,0.164406907473041,0.165022218874746,1
0.824914279173241,0.586458787614479,0.573638845762621,0.516306732316092,0.879825860870091,0.120174139129909,0.243830953956698,0.941294675239503,0.195105949777543,0.19605332529939,0
0.816293758663612,0.57108591365024,0.56325285079501,0.50831180227173,0.868881700275116,0.131118299724884,0.237023730736504,0.941093085867131,0.189601085890958,0.190555095277548,0
0.800562579411059,0.544864805931095,0.528079661652123,0.477209574416224,0.911509508117423,0.088490491882577,0.217074784910655,0.932900560834282,0.171736671442576,0.17270467726143,0
0.796094757257841,0.534561709550807,0.520959366133091,0.468142153756155,0.848837560842882,0.151162439157118,0.212063912262456,0.928539736488833,0.169006862227585,0.169993221360247,0
0.811876395563492,0.563726559092891,0.564858932491033,0.508555550138936,0.855488708165795,0.144511291834205,0.226718351139264,0.936813057976246,0.17918708996305,0.180161180989681,0
0.811499959630387,0.55805713039686,0.537180791262916,0.488665724174913,0.936783867944493,0.0632161320555068,0.221045665122435,0.93701903038323,0.177950380815926,0.178880771258567,0
0.791668826237604,0.524912778020061,0.522511911772579,0.46955589138595,0.890437464098921,0.109562535901079,0.211307554126879,0.929953336194203,0.16672196666918,0.167733674775928,0
0.808565727590611,0.554404709986917,0.542106108464051,0.500121873933603,0.908063004504641,0.0919369954953593,0.21991112791907,0.938541378250006,0.176140562551844,0.178202907283272,0
0.833022415765591,0.595835150457915,0.602869532630226,0.567055038268415,0.931160625207848,0.0688393747921516,0.241845513850808,0.944778192836042,0.194472513385114,0.195450779543572,0
0.768874462553203,0.494494112516354,0.513303710048718,0.463364695558914,0.798228376213079,0.201771623786921,0.204783965207526,0.915918439576651,0.156172234371465,0.15628530541538,0
0.806504999939706,0.55124291321413,0.540660634937631,0.492858187490859,0.920881579345164,0.0791184206548357,0.220289306986858,0.937197137819443,0.175484503431114,0.176470588235294,0
0.806598561896454,0.550370693414741,0.542695005085925,0.493248184078389,0.912235087825377,0.0877649121746228,0.221612933724118,0.939152980066915,0.175318603423573,0.176545906454771,0
0.79653325135259,0.535433929350196,0.533861555757803,0.479890800955492,0.89382350273604,0.10617649726396,0.214994800037818,0.860211343236105,0.169067189503054,0.170068539579724,0
0.832646979230974,0.599978194505015,0.600299801916591,0.54667771656998,0.889258397073495,0.110741602926505,0.24279096152028,0.943531167107969,0.193002036045547,0.194772915568276,0
0.810076812659505,0.557893589184474,0.526741260238771,0.479354555647638,0.87852586389334,0.12147413610666,0.209227569254042,0.938041637868143,0.178146444461202,0.179407998794909,0
0.81228306458215,0.56220017444396,0.577546977889609,0.520742943499244,0.897723493666294,0.102276506333706,0.224071097664744,0.937403160804797,0.176992685317849,0.17797695262484,0
0.812830944443045,0.54355647623201,0.532469618287917,0.48062204455711,0.923209480908184,0.0767905190918161,0.218020232580127,0.943051861235936,0.172732071487821,0.173683814114634,0
0.801033204487528,0.542302660270388,0.541142459446437,0.48535075318091,0.908516491822112,0.0914835081778879,0.214616620970029,0.940513351074296,0.170877007767137,0.171876176847179,0
0.826253737411608,0.587494548626254,0.579153059585631,0.52888412226393,0.87746772681924,0.12253227318076,0.248558192304056,0.946288331699254,0.20342357288289,0.204338329441892,0
0.800304954981253,0.543501962494549,0.536217142245302,0.488811972895237,0.891767693563503,0.108232306436497,0.217642053512338,0.935463179170769,0.171751753261443,0.173005950139339,0
0.82174212975276,0.576046663759267,0.571765083783928,0.527616633354458,0.914774616803217,0.0852253831967832,0.227001985440106,0.940014804320763,0.182889676494985,0.183851773744069,0
0.818215488563354,0.576155691234191,0.565394293056373,0.517184224638034,0.886204915802521,0.113795084197479,0.230689231351045,0.940454915349002,0.185280144785461,0.188672139790615,0
0.82285438403409,0.580080680331444,0.566893302639328,0.520011699897626,0.909695558847538,0.0903044411524624,0.233336484825565,0.953329514570954,0.187602744891034,0.188521503351661,0
0.822873508421059,0.583569559529001,0.575030783232507,0.529566616292107,0.879735163406597,0.120264836593403,0.236078283067032,0.948544772334334,0.190988613226755,0.191910823228139,0
0.805085451444022,0.546827300479721,0.533647411531667,0.480378296689904,0.895214197176286,0.104785802823714,0.219060225016545,0.941672719609261,0.173697307895332,0.174662950967839,0
0.789399544942989,0.520715220235499,0.510894587504684,0.45610100911617,0.810260906369985,0.189739093630015,0.209794837855725,0.929417373958784,0.163004298318377,0.163817127363109,1
0.841615582546403,0.615296554731792,0.594571443867445,0.546482718276215,0.897511866251474,0.102488133748526,0.264630802685071,0.948519732860063,0.220209637282256,0.221134292385328,0
0.835514861461367,0.601831661578718,0.586326891161197,0.529566616292107,0.884723523898782,0.115276476101218,0.259619930036872,0.945670680518409,0.21080612321846,0.211719514950667,0
0.809803966942273,0.557184910597471,0.521012902189625,0.469165894798421,0.89720954137316,0.10279045862684,0.215372979105606,0.936674054936553,0.1759067943594,0.177223770430067,0
0.777670405685694,0.501253815961622,0.492531720113496,0.445522351679423,0.849351513136016,0.150648486863984,0.201853077432164,0.925320049667705,0.159075484503431,0.160051216389245,0
0.814659310984457,0.563072394243349,0.565073076717169,0.507970555257641,0.880883997944191,0.119116002055809,0.229554694147679,0.938087397190596,0.179315285423422,0.180311817428636,0
0.81648056802284,0.565852594853903,0.547245569891322,0.502218105591576,0.959639628745049,0.0403603712549506,0.224260187198639,0.941129608646086,0.18166804916673,0.182646682232432,0
0.79887218655768,0.538268643698212,0.532951442796724,0.483742017257349,0.873023551108021,0.126976448891979,0.216602061075919,0.932571860065063,0.170733730487897,0.171725540408225,0
